F.ID,F.ID.W,Site,Transect,Habitat,Edgedist,Season,Date,GUD,Available,Forage,Tmax,Tmin,Tmed,Urine,Precip
B3edge0,B3edge0fall,B,3,edge,0,fall,10.9.2019,1588,1600,NO,20.889,5.778,13.333,no.urine,0
B3field20,B3field20fall,B,3,field,20,fall,10.9.2019,1589,1600,NO,20.889,5.778,13.333,no.urine,0
B3field60,B3field60fall,B,3,field,60,fall,10.9.2019,1595,1600,NO,20.889,5.778,13.333,no.urine,0
B1woods60,B1woods60fall,B,1,woods,60,fall,10.10.2019,1555,1600,NO,22.056,6.778,14.417,no.urine,0
B1woods20,B1woods20fall,B,1,woods,20,fall,10.10.2019,1072,1600,YES,22.056,6.778,14.417,no.urine,0
B1edge0,B1edge0fall,B,1,edge,0,fall,10.10.2019,1591,1600,NO,22.056,6.778,14.417,no.urine,0
B1field20,B1field20fall,B,1,field,20,fall,10.10.2019,1594,1600,NO,22.056,6.778,14.417,no.urine,0
B1field60,B1field60fall,B,1,field,60,fall,10.10.2019,1596,1600,NO,22.056,6.778,14.417,no.urine,0
B2woods60,B2woods60fall,B,2,woods,60,fall,10.10.2019,25,1600,YES,22.056,6.778,14.417,no.urine,0
B2woods20,B2woods20fall,B,2,woods,20,fall,10.10.2019,1583,1600,NO,22.056,6.778,14.417,no.urine,0
B2edge0,B2edge0fall,B,2,edge,0,fall,10.10.2019,1502,1600,YES,22.056,6.778,14.417,no.urine,0
B2field20,B2field20fall,B,2,field,20,fall,10.10.2019,1589,1600,NO,22.056,6.778,14.417,no.urine,0
B2field60,B2field60fall,B,2,field,60,fall,10.10.2019,1584,1600,NO,22.056,6.778,14.417,no.urine,0
B3woods60,B3woods60fall,B,3,woods,60,fall,10.10.2019,1592,1600,NO,22.056,6.778,14.417,no.urine,0
B3woods20,B3woods20fall,B,3,woods,20,fall,10.10.2019,1595,1600,NO,22.056,6.778,14.417,no.urine,0
B3edge0,B3edge0fall,B,3,edge,0,fall,10.10.2019,1571,1600,NO,22.056,6.778,14.417,no.urine,0
B3field20,B3field20fall,B,3,field,20,fall,10.10.2019,1585,1600,NO,22.056,6.778,14.417,no.urine,0
B3field60,B3field60fall,B,3,field,60,fall,10.10.2019,1592,1600,NO,22.056,6.778,14.417,no.urine,0
B1woods60,B1woods60fall,B,1,woods,60,fall,10.11.2019,692,1600,YES,26.111,11.5,18.806,no.urine,0
B1woods20,B1woods20fall,B,1,woods,20,fall,10.11.2019,89,1600,YES,26.111,11.5,18.806,no.urine,0
B1edge0,B1edge0fall,B,1,edge,0,fall,10.11.2019,1588,1600,NO,26.111,11.5,18.806,no.urine,0
B1field20,B1field20fall,B,1,field,20,fall,10.11.2019,1593,1600,NO,26.111,11.5,18.806,no.urine,0
B1field60,B1field60fall,B,1,field,60,fall,10.11.2019,1592,1600,NO,26.111,11.5,18.806,no.urine,0
B2woods60,B2woods60fall,B,2,woods,60,fall,10.11.2019,533,1600,YES,26.111,11.5,18.806,no.urine,0
B2woods20,B2woods20fall,B,2,woods,20,fall,10.11.2019,1590,1600,NO,26.111,11.5,18.806,no.urine,0
B2edge0,B2edge0fall,B,2,edge,0,fall,10.11.2019,1575,1600,NO,26.111,11.5,18.806,no.urine,0
B2field20,B2field20fall,B,2,field,20,fall,10.11.2019,1554,1600,NO,26.111,11.5,18.806,no.urine,0
B2field60,B2field60fall,B,2,field,60,fall,10.11.2019,1526,1600,NO,26.111,11.5,18.806,no.urine,0
B3woods60,B3woods60fall,B,3,woods,60,fall,10.11.2019,1594,1600,NO,26.111,11.5,18.806,no.urine,0
B3woods20,B3woods20fall,B,3,woods,20,fall,10.11.2019,1585,1600,NO,26.111,11.5,18.806,no.urine,0
B3edge0,B3edge0fall,B,3,edge,0,fall,10.11.2019,1570,1600,NO,26.111,11.5,18.806,no.urine,0
B3field20,B3field20fall,B,3,field,20,fall,10.11.2019,1550,1600,NO,26.111,11.5,18.806,no.urine,0
B3field60,B3field60fall,B,3,field,60,fall,10.11.2019,1502,1600,YES,26.111,11.5,18.806,no.urine,0
B1woods60,B1woods60fall,B,1,woods,60,fall,10.12.2019,1598,1600,NO,26.111,4.389,15.25,no.urine,0.305
B1woods20,B1woods20fall,B,1,woods,20,fall,10.12.2019,791,1600,YES,26.111,4.389,15.25,no.urine,0.305
B1edge0,B1edge0fall,B,1,edge,0,fall,10.12.2019,657,1600,YES,26.111,4.389,15.25,no.urine,0.305
B1field20,B1field20fall,B,1,field,20,fall,10.12.2019,1600,1600,NO,26.111,4.389,15.25,no.urine,0.305
B1field60,B1field60fall,B,1,field,60,fall,10.12.2019,1594,1600,NO,26.111,4.389,15.25,no.urine,0.305
B2woods60,B2woods60fall,B,2,woods,60,fall,10.12.2019,150,1600,YES,26.111,4.389,15.25,no.urine,0.305
B2woods20,B2woods20fall,B,2,woods,20,fall,10.12.2019,1587,1600,NO,26.111,4.389,15.25,no.urine,0.305
B2edge0,B2edge0fall,B,2,edge,0,fall,10.12.2019,1591,1600,NO,26.111,4.389,15.25,no.urine,0.305
B2field20,B2field20fall,B,2,field,20,fall,10.12.2019,955,1600,YES,26.111,4.389,15.25,no.urine,0.305
B2field60,B2field60fall,B,2,field,60,fall,10.12.2019,1587,1600,NO,26.111,4.389,15.25,no.urine,0.305
B3woods60,B3woods60fall,B,3,woods,60,fall,10.12.2019,824,1600,YES,26.111,4.389,15.25,no.urine,0.305
B3woods20,B3woods20fall,B,3,woods,20,fall,10.12.2019,1010,1600,YES,26.111,4.389,15.25,no.urine,0.305
B3edge0,B3edge0fall,B,3,edge,0,fall,10.12.2019,1552,1600,NO,26.111,4.389,15.25,no.urine,0.305
B3field20,B3field20fall,B,3,field,20,fall,10.12.2019,1600,1600,NO,26.111,4.389,15.25,no.urine,0.305
B3field60,B3field60fall,B,3,field,60,fall,10.12.2019,1598,1600,NO,26.111,4.389,15.25,no.urine,0.305
B1woods60,B1woods60fall,B,1,woods,60,fall,10.13.2019,1564,1600,NO,12.278,1.5,6.889,no.urine,0
B1woods20,B1woods20fall,B,1,woods,20,fall,10.13.2019,1364,1600,YES,12.278,1.5,6.889,no.urine,0
B1edge0,B1edge0fall,B,1,edge,0,fall,10.13.2019,1503,1600,YES,12.278,1.5,6.889,no.urine,0
B1field20,B1field20fall,B,1,field,20,fall,10.13.2019,1356,1600,YES,12.278,1.5,6.889,no.urine,0
B1field60,B1field60fall,B,1,field,60,fall,10.13.2019,1597,1600,NO,12.278,1.5,6.889,no.urine,0
B2woods60,B2woods60fall,B,2,woods,60,fall,10.13.2019,1588,1600,NO,12.278,1.5,6.889,no.urine,0
B2woods20,B2woods20fall,B,2,woods,20,fall,10.13.2019,1244,1600,YES,12.278,1.5,6.889,no.urine,0
B2edge0,B2edge0fall,B,2,edge,0,fall,10.13.2019,1441,1600,YES,12.278,1.5,6.889,no.urine,0
B2field20,B2field20fall,B,2,field,20,fall,10.13.2019,781,1600,YES,12.278,1.5,6.889,no.urine,0
B2field60,B2field60fall,B,2,field,60,fall,10.13.2019,831,1600,YES,12.278,1.5,6.889,no.urine,0
B3woods60,B3woods60fall,B,3,woods,60,fall,10.13.2019,1418,1600,YES,12.278,1.5,6.889,no.urine,0
B3woods20,B3woods20fall,B,3,woods,20,fall,10.13.2019,1454,1600,YES,12.278,1.5,6.889,no.urine,0
B3edge0,B3edge0fall,B,3,edge,0,fall,10.13.2019,1597,1600,NO,12.278,1.5,6.889,no.urine,0
B3field20,B3field20fall,B,3,field,20,fall,10.13.2019,647,1600,YES,12.278,1.5,6.889,no.urine,0
B3field60,B3field60fall,B,3,field,60,fall,10.13.2019,1598,1600,NO,12.278,1.5,6.889,no.urine,0
B1woods60,B1woods60fall,B,1,woods,60,fall,10.14.2019,864,1600,YES,19.5,5.722,12.611,no.urine,0
B1woods20,B1woods20fall,B,1,woods,20,fall,10.14.2019,1011,1600,YES,19.5,5.722,12.611,no.urine,0
B1edge0,B1edge0fall,B,1,edge,0,fall,10.14.2019,1590,1600,NO,19.5,5.722,12.611,no.urine,0
B1field20,B1field20fall,B,1,field,20,fall,10.14.2019,1591,1600,NO,19.5,5.722,12.611,no.urine,0
B1field60,B1field60fall,B,1,field,60,fall,10.14.2019,1584,1600,NO,19.5,5.722,12.611,no.urine,0
B2woods60,B2woods60fall,B,2,woods,60,fall,10.14.2019,177,1600,YES,19.5,5.722,12.611,no.urine,0
B2woods20,B2woods20fall,B,2,woods,20,fall,10.14.2019,1580,1600,NO,19.5,5.722,12.611,no.urine,0
B2edge0,B2edge0fall,B,2,edge,0,fall,10.14.2019,1280,1600,YES,19.5,5.722,12.611,no.urine,0
B2field20,B2field20fall,B,2,field,20,fall,10.14.2019,1217,1600,YES,19.5,5.722,12.611,no.urine,0
B2field60,B2field60fall,B,2,field,60,fall,10.14.2019,678,1600,YES,19.5,5.722,12.611,no.urine,0
B3woods60,B3woods60fall,B,3,woods,60,fall,10.14.2019,1531,1600,NO,19.5,5.722,12.611,no.urine,0
B3woods20,B3woods20fall,B,3,woods,20,fall,10.14.2019,1584,1600,NO,19.5,5.722,12.611,no.urine,0
B3edge0,B3edge0fall,B,3,edge,0,fall,10.14.2019,1483,1600,YES,19.5,5.722,12.611,no.urine,0
B3field20,B3field20fall,B,3,field,20,fall,10.14.2019,1543,1600,NO,19.5,5.722,12.611,no.urine,0
B3field60,B3field60fall,B,3,field,60,fall,10.14.2019,1018,1600,YES,19.5,5.722,12.611,no.urine,0
C1woods60,C1woods60fall,C,1,woods,60,fall,10.9.2019,920,1600,YES,20.889,5.778,13.333,no.urine,0
C1woods20,C1woods20fall,C,1,woods,20,fall,10.9.2019,1577,1600,NO,20.889,5.778,13.333,no.urine,0
C1field20,C1field20fall,C,1,field,20,fall,10.9.2019,885,1600,YES,20.889,5.778,13.333,no.urine,0
C1field60,C1field60fall,C,1,field,60,fall,10.9.2019,1591,1600,NO,20.889,5.778,13.333,no.urine,0
C2woods60,C2woods60fall,C,2,woods,60,fall,10.9.2019,1491,1600,YES,20.889,5.778,13.333,no.urine,0
C2woods20,C2woods20fall,C,2,woods,20,fall,10.9.2019,98,1600,YES,20.889,5.778,13.333,no.urine,0
C2edge0,C2edge0fall,C,2,edge,0,fall,10.9.2019,911,1600,YES,20.889,5.778,13.333,no.urine,0
C2field20,C2field20fall,C,2,field,20,fall,10.9.2019,1581,1600,NO,20.889,5.778,13.333,no.urine,0
C2field60,C2field60fall,C,2,field,60,fall,10.9.2019,1599,1600,NO,20.889,5.778,13.333,no.urine,0
C3woods60,C3woods60fall,C,3,woods,60,fall,10.9.2019,1598,1600,NO,20.889,5.778,13.333,no.urine,0
C3woods20,C3woods20fall,C,3,woods,20,fall,10.9.2019,1395,1600,YES,20.889,5.778,13.333,no.urine,0
C3edge0,C3edge0fall,C,3,edge,0,fall,10.9.2019,892,1600,YES,20.889,5.778,13.333,no.urine,0
C3field20,C3field20fall,C,3,field,20,fall,10.9.2019,1590,1600,NO,20.889,5.778,13.333,no.urine,0
C3field60,C3field60fall,C,3,field,60,fall,10.9.2019,1230,1600,YES,20.889,5.778,13.333,no.urine,0
C1woods60,C1woods60fall,C,1,woods,60,fall,10.10.2019,1587,1600,NO,21.278,6.389,13.833,no.urine,0
C1woods20,C1woods20fall,C,1,woods,20,fall,10.10.2019,1586,1600,NO,21.278,6.389,13.833,no.urine,0
C1edge0,C1edge0fall,C,1,edge,0,fall,10.10.2019,1597,1600,NO,21.278,6.389,13.833,no.urine,0
C1field20,C1field20fall,C,1,field,20,fall,10.10.2019,1592,1600,NO,21.278,6.389,13.833,no.urine,0
C1field60,C1field60fall,C,1,field,60,fall,10.10.2019,1592,1600,NO,21.278,6.389,13.833,no.urine,0
C2woods60,C2woods60fall,C,2,woods,60,fall,10.10.2019,1564,1600,NO,21.278,6.389,13.833,no.urine,0
C2woods20,C2woods20fall,C,2,woods,20,fall,10.10.2019,782,1600,YES,21.278,6.389,13.833,no.urine,0
C2edge0,C2edge0fall,C,2,edge,0,fall,10.10.2019,1586,1600,NO,21.278,6.389,13.833,no.urine,0
C2field20,C2field20fall,C,2,field,20,fall,10.10.2019,1591,1600,NO,21.278,6.389,13.833,no.urine,0
C2field60,C2field60fall,C,2,field,60,fall,10.10.2019,1583,1600,NO,21.278,6.389,13.833,no.urine,0
C3woods60,C3woods60fall,C,3,woods,60,fall,10.10.2019,1079,1600,YES,21.278,6.389,13.833,no.urine,0
C3woods20,C3woods20fall,C,3,woods,20,fall,10.10.2019,1426,1600,YES,21.278,6.389,13.833,no.urine,0
C3edge0,C3edge0fall,C,3,edge,0,fall,10.10.2019,1591,1600,NO,21.278,6.389,13.833,no.urine,0
C3field20,C3field20fall,C,3,field,20,fall,10.10.2019,897,1600,YES,21.278,6.389,13.833,no.urine,0
C3field60,C3field60fall,C,3,field,60,fall,10.10.2019,1252,1600,YES,21.278,6.389,13.833,no.urine,0
C1woods60,C1woods60fall,C,1,woods,60,fall,10.11.2019,1586,1600,NO,23.778,10.111,16.944,no.urine,0
C1woods20,C1woods20fall,C,1,woods,20,fall,10.11.2019,1359,1600,YES,23.778,10.111,16.944,no.urine,0
C1edge0,C1edge0fall,C,1,edge,0,fall,10.11.2019,1207,1600,YES,23.778,10.111,16.944,no.urine,0
C1field20,C1field20fall,C,1,field,20,fall,10.11.2019,1547,1600,NO,23.778,10.111,16.944,no.urine,0
C1field60,C1field60fall,C,1,field,60,fall,10.11.2019,809,1600,YES,23.778,10.111,16.944,no.urine,0
C2woods60,C2woods60fall,C,2,woods,60,fall,10.11.2019,1516,1600,YES,23.778,10.111,16.944,no.urine,0
C2woods20,C2woods20fall,C,2,woods,20,fall,10.11.2019,1293,1600,YES,23.778,10.111,16.944,no.urine,0
C2edge0,C2edge0fall,C,2,edge,0,fall,10.11.2019,1428,1600,YES,23.778,10.111,16.944,no.urine,0
C2field20,C2field20fall,C,2,field,20,fall,10.11.2019,1313,1600,YES,23.778,10.111,16.944,no.urine,0
C2field60,C2field60fall,C,2,field,60,fall,10.11.2019,1448,1600,YES,23.778,10.111,16.944,no.urine,0
C3woods60,C3woods60fall,C,3,woods,60,fall,10.11.2019,990,1600,YES,23.778,10.111,16.944,no.urine,0
C3woods20,C3woods20fall,C,3,woods,20,fall,10.11.2019,1539,1600,NO,23.778,10.111,16.944,no.urine,0
C3edge0,C3edge0fall,C,3,edge,0,fall,10.11.2019,1597,1600,NO,23.778,10.111,16.944,no.urine,0
C3field20,C3field20fall,C,3,field,20,fall,10.11.2019,1596,1600,NO,23.778,10.111,16.944,no.urine,0
C3field60,C3field60fall,C,3,field,60,fall,10.11.2019,1372,1600,YES,23.778,10.111,16.944,no.urine,0
C1woods60,C1woods60fall,C,1,woods,60,fall,10.12.2019,1599,1600,NO,25.611,6.111,15.861,no.urine,0.356
C1woods20,C1woods20fall,C,1,woods,20,fall,10.12.2019,1595,1600,NO,25.611,6.111,15.861,no.urine,0.356
C1edge0,C1edge0fall,C,1,edge,0,fall,10.12.2019,1580,1600,NO,25.611,6.111,15.861,no.urine,0.356
C1field20,C1field20fall,C,1,field,20,fall,10.12.2019,1553,1600,NO,25.611,6.111,15.861,no.urine,0.356
C1field60,C1field60fall,C,1,field,60,fall,10.12.2019,35,1600,YES,25.611,6.111,15.861,no.urine,0.356
C2woods60,C2woods60fall,C,2,woods,60,fall,10.12.2019,1446,1600,YES,25.611,6.111,15.861,no.urine,0.356
C2woods20,C2woods20fall,C,2,woods,20,fall,10.12.2019,1585,1600,NO,25.611,6.111,15.861,no.urine,0.356
C2edge0,C2edge0fall,C,2,edge,0,fall,10.12.2019,1140,1600,YES,25.611,6.111,15.861,no.urine,0.356
C2field20,C2field20fall,C,2,field,20,fall,10.12.2019,1544,1600,NO,25.611,6.111,15.861,no.urine,0.356
C2field60,C2field60fall,C,2,field,60,fall,10.12.2019,1546,1600,NO,25.611,6.111,15.861,no.urine,0.356
C3woods60,C3woods60fall,C,3,woods,60,fall,10.12.2019,1578,1600,NO,25.611,6.111,15.861,no.urine,0.356
C3woods20,C3woods20fall,C,3,woods,20,fall,10.12.2019,1376,1600,YES,25.611,6.111,15.861,no.urine,0.356
C3edge0,C3edge0fall,C,3,edge,0,fall,10.12.2019,1304,1600,YES,25.611,6.111,15.861,no.urine,0.356
C3field20,C3field20fall,C,3,field,20,fall,10.12.2019,1557,1600,NO,25.611,6.111,15.861,no.urine,0.356
C3field60,C3field60fall,C,3,field,60,fall,10.12.2019,1446,1600,YES,25.611,6.111,15.861,no.urine,0.356
C1woods60,C1woods60fall,C,1,woods,60,fall,10.13.2019,971,1600,YES,12.722,1,6.861,no.urine,0
C1woods20,C1woods20fall,C,1,woods,20,fall,10.13.2019,1547,1600,NO,12.722,1,6.861,no.urine,0
C1edge0,C1edge0fall,C,1,edge,0,fall,10.13.2019,1587,1600,NO,12.722,1,6.861,no.urine,0
C1field20,C1field20fall,C,1,field,20,fall,10.13.2019,1598,1600,NO,12.722,1,6.861,no.urine,0
C1field60,C1field60fall,C,1,field,60,fall,10.13.2019,1432,1600,YES,12.722,1,6.861,no.urine,0
C2woods60,C2woods60fall,C,2,woods,60,fall,10.13.2019,1586,1600,NO,12.722,1,6.861,no.urine,0
C2woods20,C2woods20fall,C,2,woods,20,fall,10.13.2019,1350,1600,YES,12.722,1,6.861,no.urine,0
C2edge0,C2edge0fall,C,2,edge,0,fall,10.13.2019,1597,1600,NO,12.722,1,6.861,no.urine,0
C2field20,C2field20fall,C,2,field,20,fall,10.13.2019,1600,1600,NO,12.722,1,6.861,no.urine,0
C2field60,C2field60fall,C,2,field,60,fall,10.13.2019,1593,1600,NO,12.722,1,6.861,no.urine,0
C3woods60,C3woods60fall,C,3,woods,60,fall,10.13.2019,1595,1600,NO,12.722,1,6.861,no.urine,0
C3woods20,C3woods20fall,C,3,woods,20,fall,10.13.2019,1410,1600,YES,12.722,1,6.861,no.urine,0
C3edge0,C3edge0fall,C,3,edge,0,fall,10.13.2019,1587,1600,NO,12.722,1,6.861,no.urine,0
C3field20,C3field20fall,C,3,field,20,fall,10.13.2019,1597,1600,NO,12.722,1,6.861,no.urine,0
C3field60,C3field60fall,C,3,field,60,fall,10.13.2019,1087,1600,YES,12.722,1,6.861,no.urine,0
C1woods60,C1woods60fall,C,1,woods,60,fall,10.14.2019,969,1600,YES,18.5,3.389,10.944,no.urine,0
C1woods20,C1woods20fall,C,1,woods,20,fall,10.14.2019,1595,1600,NO,18.5,3.389,10.944,no.urine,0
C1edge0,C1edge0fall,C,1,edge,0,fall,10.14.2019,1588,1600,NO,18.5,3.389,10.944,no.urine,0
C1field20,C1field20fall,C,1,field,20,fall,10.14.2019,873,1600,YES,18.5,3.389,10.944,no.urine,0
C1field60,C1field60fall,C,1,field,60,fall,10.14.2019,1524,1600,YES,18.5,3.389,10.944,no.urine,0
C2woods60,C2woods60fall,C,2,woods,60,fall,10.14.2019,1586,1600,NO,18.5,3.389,10.944,no.urine,0
C2woods20,C2woods20fall,C,2,woods,20,fall,10.14.2019,72,1600,YES,18.5,3.389,10.944,no.urine,0
C2edge0,C2edge0fall,C,2,edge,0,fall,10.14.2019,1584,1600,NO,18.5,3.389,10.944,no.urine,0
C2field20,C2field20fall,C,2,field,20,fall,10.14.2019,1587,1600,NO,18.5,3.389,10.944,no.urine,0
C2field60,C2field60fall,C,2,field,60,fall,10.14.2019,1287,1600,YES,18.5,3.389,10.944,no.urine,0
C3woods60,C3woods60fall,C,3,woods,60,fall,10.14.2019,32,1600,YES,18.5,3.389,10.944,no.urine,0
C3woods20,C3woods20fall,C,3,woods,20,fall,10.14.2019,832,1600,YES,18.5,3.389,10.944,no.urine,0
C3edge0,C3edge0fall,C,3,edge,0,fall,10.14.2019,1585,1600,NO,18.5,3.389,10.944,no.urine,0
C3field20,C3field20fall,C,3,field,20,fall,10.14.2019,1531,1600,NO,18.5,3.389,10.944,no.urine,0
C3field60,C3field60fall,C,3,field,60,fall,10.14.2019,1577,1600,NO,18.5,3.389,10.944,no.urine,0
A1woods60,A1woods60winter,A,1,woods,60,winter,1.4.2020,1599,1600,NO,8.667,2.222,5.444,no.urine,0.711
A1woods20,A1woods20winter,A,1,woods,20,winter,1.4.2020,1591,1600,NO,8.667,2.222,5.444,no.urine,0.711
A1edge0,A1edge0winter,A,1,edge,0,winter,1.4.2020,1563,1600,NO,8.667,2.222,5.444,no.urine,0.711
A1field20,A1field20winter,A,1,field,20,winter,1.4.2020,1430,1600,YES,8.667,2.222,5.444,no.urine,0.711
A1field60,A1field60winter,A,1,field,60,winter,1.4.2020,285,1600,YES,8.667,2.222,5.444,no.urine,0.711
A2woods60,A2woods60winter,A,2,woods,60,winter,1.4.2020,931,1600,YES,8.667,2.222,5.444,no.urine,0.711
A2woods20,A2woods20winter,A,2,woods,20,winter,1.4.2020,1585,1600,NO,8.667,2.222,5.444,no.urine,0.711
A2edge0,A2edge0winter,A,2,edge,0,winter,1.4.2020,1577,1600,NO,8.667,2.222,5.444,no.urine,0.711
A2field20,A2field20winter,A,2,field,20,winter,1.4.2020,1556,1600,NO,8.667,2.222,5.444,no.urine,0.711
A2field60,A2field60winter,A,2,field,60,winter,1.4.2020,428,1600,YES,8.667,2.222,5.444,no.urine,0.711
A3woods60,A3woods60winter,A,3,woods,60,winter,1.4.2020,1593,1600,NO,8.667,2.222,5.444,no.urine,0.711
A3woods20,A3woods20winter,A,3,woods,20,winter,1.4.2020,1543,1600,NO,8.667,2.222,5.444,no.urine,0.711
A3edge0,A3edge0winter,A,3,edge,0,winter,1.4.2020,400,1600,YES,8.667,2.222,5.444,no.urine,0.711
A3field20,A3field20winter,A,3,field,20,winter,1.4.2020,1131,1600,YES,8.667,2.222,5.444,no.urine,0.711
A3field60,A3field60winter,A,3,field,60,winter,1.4.2020,605,1600,YES,8.667,2.222,5.444,no.urine,0.711
A1woods60,A1woods60winter,A,1,woods,60,winter,1.5.2020,1598,1600,NO,2.222,-1.778,0.222,no.urine,0.102
A1woods20,A1woods20winter,A,1,woods,20,winter,1.5.2020,1600,1600,NO,2.222,-1.778,0.222,no.urine,0.102
A1edge0,A1edge0winter,A,1,edge,0,winter,1.5.2020,1598,1600,NO,2.222,-1.778,0.222,no.urine,0.102
A1field20,A1field20winter,A,1,field,20,winter,1.5.2020,932,1600,YES,2.222,-1.778,0.222,no.urine,0.102
A1field60,A1field60winter,A,1,field,60,winter,1.5.2020,1534,1600,NO,2.222,-1.778,0.222,no.urine,0.102
A2woods60,A2woods60winter,A,2,woods,60,winter,1.5.2020,1597,1600,NO,2.222,-1.778,0.222,no.urine,0.102
A2woods20,A2woods20winter,A,2,woods,20,winter,1.5.2020,1586,1600,NO,2.222,-1.778,0.222,no.urine,0.102
A2edge0,A2edge0winter,A,2,edge,0,winter,1.5.2020,1598,1600,NO,2.222,-1.778,0.222,no.urine,0.102
A2field20,A2field20winter,A,2,field,20,winter,1.5.2020,1576,1600,NO,2.222,-1.778,0.222,no.urine,0.102
A2field60,A2field60winter,A,2,field,60,winter,1.5.2020,1132,1600,YES,2.222,-1.778,0.222,no.urine,0.102
A3woods60,A3woods60winter,A,3,woods,60,winter,1.5.2020,1600,1600,NO,2.222,-1.778,0.222,no.urine,0.102
A3woods20,A3woods20winter,A,3,woods,20,winter,1.5.2020,1600,1600,NO,2.222,-1.778,0.222,no.urine,0.102
A3edge0,A3edge0winter,A,3,edge,0,winter,1.5.2020,1516,1600,YES,2.222,-1.778,0.222,no.urine,0.102
A3field20,A3field20winter,A,3,field,20,winter,1.5.2020,1600,1600,NO,2.222,-1.778,0.222,no.urine,0.102
A3field60,A3field60winter,A,3,field,60,winter,1.5.2020,1596,1600,NO,2.222,-1.778,0.222,no.urine,0.102
A1woods60,A1woods60winter,A,1,woods,60,winter,1.6.2020,1597,1600,NO,4.222,-1.5,1.361,no.urine,0.025
A1woods20,A1woods20winter,A,1,woods,20,winter,1.6.2020,1568,1600,NO,4.222,-1.5,1.361,no.urine,0.025
A1edge0,A1edge0winter,A,1,edge,0,winter,1.6.2020,1540,1600,NO,4.222,-1.5,1.361,no.urine,0.025
A1field20,A1field20winter,A,1,field,20,winter,1.6.2020,1507,1600,YES,4.222,-1.5,1.361,no.urine,0.025
A1field60,A1field60winter,A,1,field,60,winter,1.6.2020,151,1600,YES,4.222,-1.5,1.361,no.urine,0.025
A2woods60,A2woods60winter,A,2,woods,60,winter,1.6.2020,1591,1600,NO,4.222,-1.5,1.361,no.urine,0.025
A2woods20,A2woods20winter,A,2,woods,20,winter,1.6.2020,1599,1600,NO,4.222,-1.5,1.361,no.urine,0.025
A2edge0,A2edge0winter,A,2,edge,0,winter,1.6.2020,1518,1600,YES,4.222,-1.5,1.361,no.urine,0.025
A2field20,A2field20winter,A,2,field,20,winter,1.6.2020,932,1600,YES,4.222,-1.5,1.361,no.urine,0.025
A2field60,A2field60winter,A,2,field,60,winter,1.6.2020,1097,1600,YES,4.222,-1.5,1.361,no.urine,0.025
A3woods60,A3woods60winter,A,3,woods,60,winter,1.6.2020,1367,1600,YES,4.222,-1.5,1.361,no.urine,0.025
A3woods20,A3woods20winter,A,3,woods,20,winter,1.6.2020,1600,1600,NO,4.222,-1.5,1.361,no.urine,0.025
A3edge0,A3edge0winter,A,3,edge,0,winter,1.6.2020,1595,1600,NO,4.222,-1.5,1.361,no.urine,0.025
A3field20,A3field20winter,A,3,field,20,winter,1.6.2020,1597,1600,NO,4.222,-1.5,1.361,no.urine,0.025
A3field60,A3field60winter,A,3,field,60,winter,1.6.2020,577,1600,YES,4.222,-1.5,1.361,no.urine,0.025
A1woods60,A1woods60winter,A,1,woods,60,winter,1.7.2020,1350,1600,YES,5.111,-3.833,0.639,no.urine,0
A1woods20,A1woods20winter,A,1,woods,20,winter,1.7.2020,862,1600,YES,5.111,-3.833,0.639,no.urine,0
A1edge0,A1edge0winter,A,1,edge,0,winter,1.7.2020,1576,1600,NO,5.111,-3.833,0.639,no.urine,0
A1field20,A1field20winter,A,1,field,20,winter,1.7.2020,495,1600,YES,5.111,-3.833,0.639,no.urine,0
A1field60,A1field60winter,A,1,field,60,winter,1.7.2020,1003,1600,YES,5.111,-3.833,0.639,no.urine,0
A2woods60,A2woods60winter,A,2,woods,60,winter,1.7.2020,1312,1600,YES,5.111,-3.833,0.639,no.urine,0
A2woods20,A2woods20winter,A,2,woods,20,winter,1.7.2020,1545,1600,NO,5.111,-3.833,0.639,no.urine,0
A2edge0,A2edge0winter,A,2,edge,0,winter,1.7.2020,1555,1600,NO,5.111,-3.833,0.639,no.urine,0
A2field20,A2field20winter,A,2,field,20,winter,1.7.2020,1479,1600,YES,5.111,-3.833,0.639,no.urine,0
A2field60,A2field60winter,A,2,field,60,winter,1.7.2020,921,1600,YES,5.111,-3.833,0.639,no.urine,0
A3woods60,A3woods60winter,A,3,woods,60,winter,1.7.2020,1480,1600,YES,5.111,-3.833,0.639,no.urine,0
A3woods20,A3woods20winter,A,3,woods,20,winter,1.7.2020,1586,1600,NO,5.111,-3.833,0.639,no.urine,0
A3edge0,A3edge0winter,A,3,edge,0,winter,1.7.2020,1590,1600,NO,5.111,-3.833,0.639,no.urine,0
A3field20,A3field20winter,A,3,field,20,winter,1.7.2020,1187,1600,YES,5.111,-3.833,0.639,no.urine,0
A3field60,A3field60winter,A,3,field,60,winter,1.7.2020,1187,1600,YES,5.111,-3.833,0.639,no.urine,0
A1woods60,A1woods60winter,A,1,woods,60,winter,1.8.2020,1591,1600,NO,6.278,-4.167,1.056,no.urine,0
A1woods20,A1woods20winter,A,1,woods,20,winter,1.8.2020,1537,1600,NO,6.278,-4.167,1.056,no.urine,0
A1edge0,A1edge0winter,A,1,edge,0,winter,1.8.2020,1567,1600,NO,6.278,-4.167,1.056,no.urine,0
